Epoch,VehicleID,NodeID,RequestTime,ReachTime,NodeType,Latitude,Longitude, LocationID
4,5,PI_1,6,207.05,0,40.7224,-73.9971,1
4,5,DR_10,72,233.375,3,40.7239,-74.001,40
4,5,PI_16,134,271.025,0,40.7256,-73.9921,16
5,0,SO_0,0,0,0,40.7439,-73.9899,60
5,0,PI_5,44,143.85,2,40.7496,-73.9953,5
5,0,PI_0,0,156.225,0,40.7509,-73.9927,0
5,0,DR_0,0,214.2,0,40.7605,-73.9802,30
5,0,DR_5,44,262.05,0,40.769,-73.9822,35
5,1,SO_0,0,0,0,40.7439,-73.9899,60
5,1,PI_2,24,137.05,2,40.7417,-73.992,2
5,1,DR_2,24,213.525,0,40.7272,-73.9937,32
5,1,PI_9,66,283.95,0,40.7391,-74.0031,9
5,1,PI_12,90,380.2,0,40.7569,-73.9857,12
5,2,SO_0,0,0,0,40.7439,-73.9899,60
5,2,PI_3,40,195.525,0,40.7667,-73.9832,3
5,2,DR_3,40,235.375,0,40.7576,-73.9907,33
5,2,PI_7,58,269.75,0,40.762,-74.0017,7
5,2,DR_7,58,331.45,0,40.7497,-73.9876,37
5,3,SO_0,0,0,0,40.7439,-73.9899,60
5,3,PI_4,42,175.325,0,40.7334,-74.003,4
5,3,DR_4,42,306.6,0,40.759,-73.9785,34
5,4,SO_0,0,0,0,40.7439,-73.9899,60
5,4,PI_8,60,164.1,2,40.7581,-73.9752,8
5,4,PI_11,80,181.025,2,40.757,-73.9784,11
5,4,PI_6,48,228.9,0,40.7562,-73.9924,6
5,4,DR_8,60,280.15,0,40.7492,-73.9878,38
5,4,PI_21,196,394.95,0,40.7267,-73.9941,21
5,5,SO_0,0,0,0,40.7439,-73.9899,60
5,5,PI_10,72,144.975,2,40.7346,-73.9949,10
5,5,PI_1,6,207.05,0,40.7224,-73.9971,1
5,5,DR_10,72,233.375,3,40.7239,-74.001,40
5,5,PI_16,134,271.025,0,40.7256,-73.9921,16
5,5,PI_15,120,277.725,2,40.7269,-73.9915,15
5,5,DR_15,120,294.75,3,40.7305,-73.9901,45
5,5,PI_17,146,337.65,0,40.74,-73.9857,17
6,0,SO_0,0,0,0,40.7439,-73.9899,60
6,0,PI_5,44,143.85,2,40.7496,-73.9953,5
6,0,PI_0,0,156.225,0,40.7509,-73.9927,0
6,0,DR_0,0,214.2,0,40.7605,-73.9802,30
6,0,DR_5,44,262.05,0,40.769,-73.9822,35
6,0,PI_25,236,314.825,2,40.7564,-73.9902,25
6,0,DR_25,236,362.275,0,40.75,-73.9825,55
6,1,SO_0,0,0,0,40.7439,-73.9899,60
6,1,PI_2,24,137.05,2,40.7417,-73.992,2
6,1,DR_2,24,213.525,0,40.7272,-73.9937,32
6,1,PI_9,66,283.95,0,40.7391,-74.0031,9
6,1,PI_12,90,380.2,0,40.7569,-73.9857,12
6,2,SO_0,0,0,0,40.7439,-73.9899,60
6,2,PI_3,40,195.525,0,40.7667,-73.9832,3
6,2,DR_3,40,235.375,0,40.7576,-73.9907,33
6,2,PI_7,58,269.75,0,40.762,-74.0017,7
6,2,DR_7,58,331.45,0,40.7497,-73.9876,37
6,3,SO_0,0,0,0,40.7439,-73.9899,60
6,3,PI_4,42,175.325,0,40.7334,-74.003,4
6,3,DR_4,42,306.6,0,40.759,-73.9785,34
6,3,PI_22,200,344.5,2,40.7479,-73.9837,22
6,3,PI_20,178,352.775,0,40.7478,-73.9852,20
6,4,SO_0,0,0,0,40.7439,-73.9899,60
6,4,PI_8,60,164.1,2,40.7581,-73.9752,8
6,4,PI_11,80,181.025,2,40.757,-73.9784,11
6,4,PI_6,48,228.9,0,40.7562,-73.9924,6
6,4,DR_8,60,280.15,0,40.7492,-73.9878,38
6,4,PI_21,196,394.95,0,40.7267,-73.9941,21
6,5,SO_0,0,0,0,40.7439,-73.9899,60
6,5,PI_10,72,144.975,2,40.7346,-73.9949,10
6,5,PI_1,6,207.05,0,40.7224,-73.9971,1
6,5,DR_10,72,233.375,3,40.7239,-74.001,40
6,5,PI_16,134,271.025,0,40.7256,-73.9921,16
6,5,PI_15,120,277.725,2,40.7269,-73.9915,15
6,5,DR_15,120,294.75,3,40.7305,-73.9901,45
6,5,PI_17,146,337.65,0,40.74,-73.9857,17
6,5,PI_14,110,396.025,0,40.7431,-73.9964,14
7,0,SO_0,0,0,0,40.7439,-73.9899,60
7,0,PI_5,44,143.85,2,40.7496,-73.9953,5
7,0,PI_0,0,156.225,0,40.7509,-73.9927,0
7,0,DR_0,0,214.2,0,40.7605,-73.9802,30
7,0,DR_5,44,262.05,0,40.769,-73.9822,35
7,0,PI_25,236,314.825,2,40.7564,-73.9902,25
7,0,DR_25,236,362.275,0,40.75,-73.9825,55
7,0,PI_24,220,368.375,2,40.7493,-73.9838,24
7,0,DR_24,220,416.3,3,40.7457,-73.9938,54
7,1,SO_0,0,0,0,40.7439,-73.9899,60
7,1,PI_2,24,137.05,2,40.7417,-73.992,2
7,1,DR_2,24,213.525,0,40.7272,-73.9937,32
7,1,PI_9,66,283.95,0,40.7391,-74.0031,9
7,1,PI_12,90,380.2,0,40.7569,-73.9857,12
7,1,PI_27,244,544.9,2,40.7151,-73.9924,27
7,1,DR_12,90,610.925,3,40.7294,-73.9914,42
7,1,DR_27,244,686.5,3,40.7423,-73.9908,57
7,1,DR_9,66,757.925,3,40.758,-73.9756,39
7,2,SO_0,0,0,0,40.7439,-73.9899,60
7,2,PI_3,40,195.525,0,40.7667,-73.9832,3
7,2,DR_3,40,235.375,0,40.7576,-73.9907,33
7,2,PI_7,58,269.75,0,40.762,-74.0017,7
7,2,DR_7,58,331.45,0,40.7497,-73.9876,37
7,2,PI_28,262,367.775,2,40.748,-73.9766,28
7,2,PI_29,280,407.25,2,40.7535,-73.9898,29
7,2,PI_26,238,513.05,2,40.735,-73.9918,26
7,2,DR_28,262,558.425,3,40.7352,-74.0018,58
7,2,DR_26,238,618.225,3,40.7329,-73.9862,56
7,2,DR_29,280,743.875,3,40.7628,-73.9751,59
7,3,SO_0,0,0,0,40.7439,-73.9899,60
7,3,PI_4,42,175.325,0,40.7334,-74.003,4
7,3,DR_4,42,306.6,0,40.759,-73.9785,34
7,3,PI_22,200,344.5,2,40.7479,-73.9837,22
7,3,PI_20,178,352.775,0,40.7478,-73.9852,20
7,3,DR_22,200,395.325,3,40.7555,-73.9921,52
7,3,PI_19,170,435.9,2,40.7531,-73.9855,19
7,3,PI_18,156,473.8,2,40.7607,-73.9836,18
7,3,DR_18,156,502.625,3,40.7581,-73.9779,48
7,3,DR_19,170,554.95,3,40.761,-74.0023,49
7,3,DR_20,178,635.25,3,40.7434,-73.9963,50
7,4,SO_0,0,0,0,40.7439,-73.9899,60
7,4,PI_8,60,164.1,2,40.7581,-73.9752,8
7,4,PI_11,80,181.025,2,40.757,-73.9784,11
7,4,PI_6,48,228.9,0,40.7562,-73.9924,6
7,4,DR_8,60,280.15,0,40.7492,-73.9878,38
7,4,PI_21,196,394.95,0,40.7267,-73.9941,21
7,4,DR_11,80,479.4,3,40.7425,-73.9782,41
7,4,DR_21,196,490.65,3,40.7416,-73.9752,51
7,4,DR_6,48,528.275,3,40.7516,-73.9711,36
7,5,SO_0,0,0,0,40.7439,-73.9899,60
7,5,PI_10,72,144.975,2,40.7346,-73.9949,10
7,5,PI_1,6,207.05,0,40.7224,-73.9971,1
7,5,DR_10,72,233.375,3,40.7239,-74.001,40
7,5,PI_16,134,271.025,0,40.7256,-73.9921,16
7,5,PI_15,120,277.725,2,40.7269,-73.9915,15
7,5,DR_15,120,294.75,3,40.7305,-73.9901,45
7,5,PI_17,146,337.65,0,40.74,-73.9857,17
7,5,PI_14,110,396.025,0,40.7431,-73.9964,14
7,5,DR_14,110,421.375,3,40.7381,-74.0008,44
7,5,PI_13,108,471.6,2,40.7488,-74.0069,13
7,5,DR_16,134,549.3,3,40.7353,-73.9984,46
7,5,DR_17,146,611.775,3,40.7496,-73.9879,47
7,5,DR_1,6,628.1,3,40.7534,-73.9853,31
7,5,DR_13,108,671.75,3,40.7512,-73.9725,43
